,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
363,HOU,Wondolowski,Chris,M,"$           30,000.00","$                 30,000.00",2007
364,CHI,Woolard,Daniel,D,"$           12,900.00","$                 12,900.00",2007
365,TFC,Wynne,Marvell,D,"$           47,500.00","$               150,000.00",2007
366,LA,Xavier,Abel,D,"$         156,000.00","$               156,000.00",2007
367,DAL,Yi,Alex,D,"$           30,870.00","$                 30,870.00",2007
368,KC,Zavagnin,Kerry,M,"$         154,000.00","$               154,000.00",2007
369,CLB,Zayner,Jed,D,"$           33,000.00","$                 40,500.00",2007
370,CHV,Zotinca,Alex,D,"$           67,500.00","$                 68,750.00",2007
371,LA,Adzemian,Vardan,D,"$        12,900.00","$             12,900.00",2008
372,LA,Alamo,Charles,GK,"$        12,900.00","$             12,900.00",2008
373,NE,Albright,Chris,D,"$      160,000.00","$           160,000.00",2008
374,HOU,Alcaraz,Johnny,M,"$        12,900.00","$             12,900.00",2008
375,LA,Allen,Ely,F,"$        12,900.00","$             12,900.00",2008
376,SJ,Alvarez,Arturo,M,"$      166,250.00","$           175,587.50",2008
377,NY,Angel,Juan Pablo,F,"$   1,500,000.00","$        1,593,750.00",2008
378,Pool,Angulo,Jose,F,"$        12,900.00","$             12,900.00",2008
379,SJ,Arce,Miguel,F,"$        12,900.00","$             12,900.00",2008
380,KC,Arnaud,Davy,M,"$      105,000.00","$           106,875.00",2008
381,HOU,Ashe,Corey,M,"$        33,000.00","$             33,000.00",2008
382,TFC,Attakora-Gyan,Nana,D,"$        12,900.00","$             12,900.00",2008
383,DAL,Avila,Eric,M,"$        45,000.00","$             78,000.00",2008
384,SJ,Ayres,Jay,D,"$        17,700.00","$             17,700.00",2008
385,NE,Badilla,Gabriel,D,"$      138,000.00","$           138,000.00",2008
386,COL,Ballouchy,Mehdi,M,"$        75,000.00","$             93,000.00",2008
387,CHI,Banner,Michael,D,"$        12,900.00","$             12,900.00",2008
388,LA,Barlow,Jeremy,D,"$        12,900.00","$             12,900.00",2008
389,TFC,Barrett,Chad,F,"$        53,773.13","$             61,273.13",2008
390,HOU,Barrett,Wade,D,"$      148,838.00","$           148,838.00",2008
391,RSL,Beckerman,Kyle,M,"$      143,000.00","$           145,500.00",2008
392,LA,Beckham,David,M,"$   5,500,000.08","$        6,500,000.04",2008
393,RSL,Beltran,Anthony,D,"$        55,000.00","$             90,500.00",2008
394,RSL,Besagno,Nikolas,D,"$      100,000.00","$           136,500.00",2008
395,CHI,Blanco,Cuauhtemoc,M,"$   2,492,316.00","$        2,666,778.00",2008
396,LA,Bolkan,Scott,M,"$        12,900.00","$             12,900.00",2008
397,RSL,Borchers,Nat,D,"$      120,000.00","$           127,500.00",2008
398,NY,Borman,Danleigh,M,"$        17,700.00","$             17,700.00",2008
399,CHV,Bornstein,Jonathan,D,"$        77,500.00","$             77,500.00",2008
400,NY,Boss,Terry,GK,"$        33,000.00","$             35,500.00",2008
401,HOU,Boswell,Robert,D,"$        33,000.00","$             33,000.00",2008
402,LA,Bowen,Tristan,F,"$        45,000.00","$             76,363.63",2008
403,NY,Boyens,Andrew,D,"$        41,250.00","$             43,750.00",2008
404,CHV,Braun,Justin,F,"$        12,900.00","$             12,900.00",2008
405,TFC,Brennan,Jim,D,"$      175,000.00","$           183,250.00",2008
406,NE,Brill,Sam,D,"$        12,900.00","$             12,900.00",2008
407,CHI,Brown,C.J.,D,"$      111,711.00","$           111,711.00",2008
408,HOU,Brown,Kyle,F,"$        33,000.00","$             33,000.00",2008
409,LA,Buddle,Edson,F,"$      147,000.00","$           157,000.00",2008
410,DC,Burch,Marc,D,"$        33,000.00","$             33,000.00",2008
411,COL,Burciaga,Jose,D,"$        80,000.00","$             82,500.00",2008
412,CHV,Burling,Bobby,D,"$        17,700.00","$             17,700.00",2008
413,CLB,Burns,Kevin,M,"$        12,900.00","$             12,900.00",2008
414,COL,Burpo,Preston,GK,"$        55,116.18","$             55,116.18",2008
415,DAL,Burse,Ray,GK,"$        33,000.00","$             33,000.00",2008
416,CHI,Busch,Jon,GK,"$        80,000.00","$             81,250.00",2008
417,HOU,Caig,Tony,GK,"$        52,596.00","$             52,596.00",2008
418,HOU,Cameron,Geoff,M,"$        33,000.00","$             33,000.00",2008
419,SJ,Cannon,Joe,GK,"$      213,000.00","$           213,000.00",2008
420,CHI,Carr,Calen,F,"$        50,600.00","$             63,100.00",2008
421,DC,Carreiro da Silva,Fred,M,"$      210,000.00","$           242,000.00",2008
422,CLB,Carroll,Brian,M,"$      122,500.00","$           126,250.00",2008
423,DC,Carroll,Jeff,D,"$        12,900.00","$             12,900.00",2008
424,DC,Carroll,Pat,D,"$        12,900.00","$             12,900.00",2008
425,COL,Casey,Conor,F,"$      190,008.00","$           190,008.00",2008
426,NE,Castro,Mauricio,M,"$        90,000.00","$             96,250.00",2008
427,NY,Cepero,Daniel,GK,"$        12,900.00","$             12,900.00",2008
428,HOU,Chabala,Michael,M,"$        17,700.00","$             17,700.00",2008
429,CHV,Chiles,Kraig,M,"$        12,900.00","$             12,900.00",2008
430,HOU,Ching,Brian,F,"$      231,000.00","$           231,000.00",2008
431,NY,Cichero,Gabriel,D,"$      156,000.00","$           157,500.00",2008
432,COL,Clark,Colin,M,"$        33,000.00","$             33,000.00",2008
433,HOU,Clark,Ricardo,M,"$      225,500.00","$           225,500.00",2008
434,SJ,Cochrane,Ryan,D,"$      132,000.00","$           133,250.00",2008
435,COL,Colaluca,Nico,M,"$        70,000.00","$           103,000.00",2008
436,CHI,Conde,Wilman,D,"$      156,000.00","$           163,500.00",2008
437,KC,Conrad,Jimmy,D,"$      213,750.00","$           225,000.00",2008
438,NY,Conway,Jon,GK,"$      115,000.00","$           115,000.00",2008
439,COL,Cooke,Terry,M,"$      167,500.00","$           172,500.00",2008
440,DAL,Cooper,Kenny,F,"$        80,000.00","$             83,000.00",2008
441,DC,Cordeiro,Ryan,M,"$        17,700.00","$             17,700.00",2008
442,SJ,Corrales,Ramiro,M,"$      190,000.00","$           202,500.00",2008
443,COL,Coundoul,Bouna,GK,"$        33,000.00","$             33,000.00",2008
444,DC,Crayton,Louis,GK,"$      168,000.00","$           175,857.14",2008
445,NE,Cristman,Adam,F,"$        33,000.00","$             33,000.00",2008
446,LA,Cronin,Steve,GK,"$        75,000.00","$             75,000.00",2008
447,COL,Cummings,Omar,F,"$        33,000.00","$             33,000.00",2008
448,SJ,Cunliffe,John,F,"$        35,500.00","$             50,500.00",2008
449,DAL,Cunningham,Jeffrey,F,"$      245,000.00","$           257,500.00",2008
450,CHV,Curtin,Jim,D,"$      104,004.00","$           104,004.00",2008
451,RSL,Cutler,Kenny,M,"$        36,000.00","$             36,000.00",2008
452,COL,Dalby,Greg,M,"$        33,000.00","$             33,000.00",2008
453,DAL,Daniels,Andrew,D,"$        33,000.00","$             33,000.00",2008
454,DAL,Davino,Dulio,D,"$      400,000.00","$           400,000.00",2008
455,HOU,Davis,Brad,M,"$      126,000.00","$           126,000.00",2008
456,DAL,Dello-Russo,Michael,D,"$        33,000.00","$             33,000.00",2008
457,SJ,Denton,Eric,D,"$        55,200.00","$             55,200.00",2008
458,HOU,DeRosario,Dwayne,M,"$      324,999.96","$           324,999.96",2008
459,RSL,Deuchar,Kenny,F,"$      135,000.00","$           145,000.00",2008
460,TFC,Dichio,Daniel,F,"$      157,500.00","$           165,625.00",2008
461,COL,DiRaimondo,John,M,"$        17,700.00","$             17,700.00",2008
462,DC,Doe,Francis,F,"$        33,000.00","$             40,500.00",2008
463,LA,Dominguez,Eduardo,D,"$      192,000.00","$           192,000.00",2008
464,LA,Donovan,Landon,F,"$      900,000.00","$           900,000.00",2008
465,NE,Dube,Mkhokheli,F,"$        17,700.00","$             17,700.00",2008
466,TFC,Dunivant,Todd,D,"$      104,737.50","$           104,737.50",2008
467,DC,Dyachenko,Rod,M,"$        33,000.00","$             33,000.00",2008
468,CHV,Ebert,Eric,D,"$        12,900.00","$             12,900.00",2008
469,NY,Echeverry,Oscar,F,"$        80,000.00","$             80,000.00",2008
470,TFC,Edwards,Brian,GK,"$        36,000.00","$             44,750.00",2008
471,CLB,Ekpo,Emmanuel,M,"$      101,500.00","$           123,750.00",2008
472,CLB,Elenio,Cory,M,"$        12,900.00","$             12,900.00",2008
473,TFC,Elkinson,Kilian,M,"$        12,900.00","$             12,900.00",2008
474,DC,Emilio,Luciano,F,"$      720,000.00","$           758,857.14",2008
475,COL,Erpen,Facundo,D,"$      125,000.00","$           125,000.00",2008
476,CHV,Eskandarian,Alecko,F,"$      123,500.00","$           131,041.25",2008
477,RSL,Espindola,Fabian,F,"$        75,000.00","$             75,000.00",2008
478,KC,Espinoza,Roger,M,"$        45,000.00","$             78,750.00",2008
479,CLB,Evans,Brad,M,"$        33,000.00","$             33,000.00",2008
480,CHV,Ferreira,Dejair,M,"$        96,000.00","$           185,230.77",2008
481,RSL,Findley,Robert,F,"$        47,100.00","$             59,600.00",2008
482,NE,Flood,Gary,M,"$        17,700.00","$             17,700.00",2008
483,CHV,Flores,Jorge,F,"$        17,700.00","$             17,700.00",2008
484,LA,Franchino,Joey,M,"$        50,000.00","$             50,000.00",2008
485,LA,Franklin,Sean,D,"$        36,000.00","$             48,500.00",2008
486,CHI,Frankowski,Tomasz,F,"$      198,000.00","$           214,250.00",2008
487,TFC,Freeman,Hunter,D,"$        61,160.00","$             71,160.00",2008
488,TFC,Gala,Gabe,D,"$        12,900.00","$             12,900.00",2008
489,CHV,Galindo,Maykel,F,"$        79,750.00","$             79,750.00",2008
490,DC,Gallardo,Marcelo,M,"$   1,500,000.00","$        1,874,006.00",2008
491,SJ,Garcia,Nick,D,"$      137,812.00","$           142,812.00",2008
492,CLB,Garey,Jason,F,"$        48,125.00","$             60,625.00",2008
493,TFC,Gaudet,Derek,F,"$        12,900.00","$             12,900.00",2008
494,CLB,Gaven,Eddie,M,"$      165,000.00","$           165,000.00",2008
495,LA,Gavin,Michael,D,"$        17,700.00","$             17,700.00",2008
496,NE,Germanese,Joe,M,"$        12,900.00","$             12,900.00",2008
497,SJ,Ghebru,Michael,F,"$        12,900.00","$             12,900.00",2008
498,COL,Gibbs,Cory,D,"$        96,000.00","$           103,142.86",2008
499,NY,Gilkerson,John,D,"$        12,900.00","$             12,900.00",2008
500,SJ,Glinton,Gavin,F,"$        60,000.00","$             60,000.00",2008
501,NY,Goldthwaite,Kevin,D,"$        68,750.00","$             77,750.00",2008
502,COL,Gomez,Christian,M,"$      385,000.00","$           430,000.00",2008
503,KC,Gomez,Hercules,F,"$        51,817.50","$             51,817.50",2008
504,LA,Gordon,Alan,F,"$        72,504.00","$             72,504.00",2008
505,SJ,Grabavoy,Ned,M,"$        90,000.00","$             90,000.00",2008
506,Pool,Graczyk,Mike,GK,"$        17,700.00","$             17,700.00",2008
507,SJ,Gray,Kelly,M,"$        38,247.00","$             40,579.13",2008
508,COL,Grazier,Brian,M,"$        12,900.00","$             12,900.00",2008
509,CLB,Gruenebaum,Andy,GK,"$        33,000.00","$             33,000.00",2008
510,DAL,Guarda,Bruno,M,"$        45,000.00","$             65,500.00",2008
511,DC,Guerrero,Ivan,M,"$      140,000.00","$           147,000.00",2008
512,TFC,Guevara,Amado,M,"$      162,000.00","$           185,750.00",2008
513,SJ,Gustavson,Michael,GK,"$        12,900.00","$             12,900.00",2008
514,CHI,Gutierrez,Diego,D,"$      105,000.00","$           107,500.00",2008
515,CHV,Guzan,Brad,GK,"$        88,974.38","$           103,974.38",2008
516,CHV,Hamilton,Anthony,F,"$        17,700.00","$             17,700.00",2008
517,TFC,Harmse,Kevin,M,"$        72,000.00","$             72,000.00",2008
518,KC,Harrington,Michael,D,"$        49,600.00","$             67,100.00",2008
519,CHV,Harris,Atiba,F,"$        57,000.00","$             60,000.00",2008
520,KC,Hartman,Kevin,GK,"$      150,000.00","$           150,000.00",2008
521,COL,Harvey,Jordan,D,"$        33,000.00","$             33,000.00",2008
522,SJ,Hatzke,Matt,M,"$        12,900.00","$             12,900.00",2008
523,HOU,Hatzke,Nick,M,"$        12,900.00","$             12,900.00",2008
524,HOU,Hayden,John-Michael,M,"$        17,700.00","$             17,700.00",2008
525,NE,Heaps,Jay,D,"$      110,000.00","$           116,000.00",2008
526,CLB,Hejduk,Frankie,D,"$      150,000.00","$           175,000.00",2008
527,CLB,Hendrickson,Ezra,D,"$        72,000.00","$             72,000.00",2008
528,SJ,Hernandez,Jason,D,"$        47,250.00","$             47,875.00",2008
529,CHI,Herron,Andy,F,"$        90,000.00","$           102,500.00",2008
530,CLB,Hesmer,William,GK,"$        70,000.00","$             70,000.00",2008
531,KC,Hohlbein,Aaron,D,"$        33,000.00","$             33,000.00",2008
532,HOU,Holden,Stuart,M,"$        33,075.00","$             33,075.00",2008
533,RSL,Horst,David,D,"$        33,000.00","$             33,000.00",2008
534,SJ,Huckerby,Darren,F,"$      330,000.00","$           355,000.00",2008
535,COL,Hughes,Justin,GK,"$        12,900.00","$             12,900.00",2008
536,HOU,Ianni,Patrick,D,"$        75,000.00","$           108,000.00",2008
537,TFC,Ibrahim,Abdus,F,"$        70,000.00","$           103,000.00",2008
538,NE,Igwe,Amaechi,D,"$        70,000.00","$           103,000.00",2008
539,COL,Ihemelu,Ugo,D,"$        60,500.00","$             60,500.00",2008
540,CLB,Iro,Andy,D,"$        36,000.00","$             53,500.00",2008
541,TFC,James,Julius,D,"$        36,000.00","$             44,750.00",2008
542,DC,Janicki,Greg,D,"$        12,900.00","$             12,900.00",2008
543,HOU,Jaqua,Nate,F,"$      156,000.00","$           174,125.00",2008
544,LA,Jazic,Ante,D,"$      120,000.00","$           125,625.00",2008
545,KC,Jewsbury,Jack,D,"$        55,000.00","$             55,000.00",2008
546,NY,Jimenez,Diego,D,"$        12,900.00","$             12,900.00",2008
547,SJ,Johnson,Ryan,M,"$        33,000.00","$             33,000.00",2008
548,RSL,Johnson,Will,F,"$        39,000.00","$             52,571.43",2008
549,LA,Jordan,Bryan,F,"$        12,900.00","$             12,900.00",2008
550,NE,Joseph,Shalrie,M,"$      300,000.00","$           325,000.00",2008
551,CLB,Josten,George,F,"$        12,900.00","$             12,900.00",2008
552,RSL,Joy,Ian,D,"$      120,000.00","$           120,000.00",2008
553,CLB,Junge,Ryan,D,"$        12,900.00","$             12,900.00",2008
554,HOU,Kamara,Kei,F,"$        47,850.00","$             57,850.00",2008
555,NY,Kandji,Macoumba,F,"$        36,000.00","$             56,988.37",2008
556,Pool,Kartunen,Andrew,GK,"$        12,900.00","$             12,900.00",2008
557,CHI,Kasiguran,Kai,F,"$        12,900.00","$             12,900.00",2008
558,COL,Keel,Stephen,D,"$        17,700.00","$             17,700.00",2008
559,SEA,Keller,Kasey,GK,$                   -,$                        -,2008
560,CHV,Kennedy,Dan,GK,"$        33,000.00","$             33,000.00",2008
561,CHI,Kettering,Tyler,GK,"$        12,900.00","$             12,900.00",2008
562,DC,Khumalo,Thabiso,F,"$        33,000.00","$             33,000.00",2008
563,COL,Kimura,Kosuke,D,"$        17,700.00","$             17,700.00",2008
564,CHI,King,Stephen,M,"$        17,700.00","$             17,700.00",2008
565,RSL,Kirby,Dustin,D,"$        17,700.00","$             17,700.00",2008
